id	patient_subgroup_a_id	patient_subgroup_b_id	relative_risk
3689	540	80	3.36103431005801
3690	80	571	8.45705753240556
3691	571	80	33.892480255259
3692	80	637	6.96294095495672
3693	637	80	27.6598108256561
3694	80	640	6.37989334402603
3695	640	80	16.3231111347112
3696	80	642	3.51170242937992
3697	642	80	11.5168491820886
3698	80	635	2.80076246984045
3699	635	80	8.55524465807102
3700	80	647	4.65526220398884
3701	647	80	20.6685199359089
3702	80	672	1.6898445776456
3703	672	80	22.9506926547
3704	80	692	1.65561562579067
3705	692	80	20.1669765371632
3706	714	80	8.6090988104177
3707	80	743	3.69376185316632
3708	743	80	1.17435298051646
3709	80	746	1.98296650048845
3710	80	760	1.98296650048845
3711	80	774	18.209894685549
3712	774	80	12.32927967942
3713	80	778	2.67715617622339
3714	778	80	5.285823324812
3715	80	779	3.81695786182319
3716	779	80	6.79376095356753
3717	80	783	5.08723116299095
3718	783	80	9.31795838250945
3719	80	788	3.53503551357537
3720	788	80	6.02672104702651
3721	80	790	1.32962584409545
3722	790	80	2.72443591760104
3723	80	792	4.01546732590234
3724	792	80	7.86777159402938
3725	80	775	3.03933282921496
3726	775	80	4.23528095262796
3727	80	798	1.47330725214765
3728	798	80	3.0172490470633
3729	80	800	2.54468155351629
3730	800	80	5.74462676110136
3731	80	806	2.53168938178071
3732	806	80	13.6271348187032
3733	80	807	4.26254260486539
3734	807	80	15.03855534245
3735	80	833	4.8170944769654
3736	833	80	1.18458382172788
3737	80	838	6.57278979709388
3738	838	80	1.30069077521612
3739	80	841	10.1843789472391
3740	841	80	2.45825232552195
3741	80	870	4.49419530180502
3742	80	879	1.25277858726575
3743	80	888	1.26250948008155
3744	80	897	1.98296650048845
3745	80	908	4.45214750019476
3746	908	80	1.03167730492407
3747	80	911	6.02411367574604
3748	911	80	1.56026856749839
3749	80	927	1.58399294853073
3750	80	943	3.79124258303743
3751	943	80	23.6945602152054
3752	80	952	2.99906231278918
3753	952	80	2.05512108192778
3754	80	953	1.29453402494956
3755	953	80	9.20507847479841
3756	80	956	2.29782139155276
3757	956	80	8.29394942139116
3758	80	1017	5.68223971807308
3759	1017	80	2.34738259231843
3760	80	1018	10.4896583822429
3761	1018	80	3.62263254509657
3762	80	1039	16.2585499558267
3763	1039	80	12.4694422328359
3764	80	1140	9.20920839925845
3765	1140	80	8.26551420019461
3766	80	1149	3.8619907579199
3767	1149	80	10.0272652362973
3768	80	1159	2.10756397777374
3769	1159	80	4.76916876208227
3770	80	1201	2.31807222316158
3771	1201	80	12.9462425915634
3772	80	1232	4.67105230437147
3773	1232	80	19.33057009817
3774	80	1234	13.4872832425499
3775	1234	80	75.4866175425966
3776	80	1235	5.50785036592374
3777	1235	80	22.9470094300338
3778	1240	80	2.7330783594651
3779	80	1252	7.49481200903897
3780	1252	80	15.0061175145769
3781	80	1255	2.71233685182275
3782	1255	80	28.1970963828241
3783	80	1275	1.26250948008155
3784	1275	80	11.4337577720581
3785	1286	80	2.22493284152867
3786	83	84	106.769016701206
3787	84	83	394.71334521966
3788	83	314	1.09021131741269
3789	83	317	2.29483563754294
3790	317	83	3.05387653170448
3791	83	330	1.47846301177718
3792	330	83	15.6989063396838
3793	83	338	3.96559635140876
3794	338	83	6.84556580529191
3795	83	340	1.09021131741269
3796	340	83	1.27239846211589
3797	83	489	8.54976238251639
3798	489	83	5.69931983595212
3799	83	556	17.1124365087962
3800	556	83	18.6566101500529
3801	83	636	5.41918650721774
3802	636	83	1.83520535066299
3803	83	637	10.7650406531854
3804	637	83	5.22611586865204
3805	83	700	8.54976238251639
3806	700	83	21.0364659923971
3807	83	702	5.41918650721774
3808	702	83	12.450741892737
3809	83	715	2.29483563754294
3810	715	83	5.58102411935788
3811	83	748	8.54976238251639
3812	83	786	5.41918650721774
3813	786	83	3.3954264009421
3814	83	806	14.6264918762269
3815	806	83	9.66963917468607
3816	83	941	17.869787392838
3817	941	83	10.3898160956655
3818	83	953	1.09021131741269
3819	83	958	1.25882800786574
3820	83	1146	3.12645322238615
3821	83	1149	54.6092678735333
3822	1149	83	17.1947724919527
3823	83	1150	3.30784473517625
3824	1150	83	2.4781945614971
3825	83	1194	5.41918650721774
3826	1194	83	4.3594782132422
3827	83	1227	2.29483563754294
3828	1227	83	12.9933061008709
3829	83	1235	32.1499837318996
3830	1235	83	16.4023226547155
3831	83	1273	1.47846301177718
3832	1273	83	1.46466308470095
3833	83	1275	17.1124365087962
3834	1275	83	19.3212510810804
3835	83	1286	2.58020389370371
3836	1286	83	3.6252350405623
3837	84	489	51.0109259853255
3838	489	84	10.5735309870419
3839	84	556	8.23438342625569
3840	556	84	2.79353218630269
3841	84	953	6.00278405075771
3842	953	84	1.65980432922573
3843	84	1037	1.89089665453557
3844	84	1149	4.72169515607998
3845	84	1186	51.0109259853255
3846	1186	84	7.5559028612753
3847	84	1220	8.23438342625569
3848	1220	84	1.88386257999522
3849	88	90	51.8748008420319
3850	90	88	89.3039656375071
3851	88	91	4.55806948530757
3852	91	88	2.44743518196705
3853	88	92	133.148368444655
3854	92	88	144.317155438651
3855	88	101	87.5500434934312
3856	101	88	116.308870330694
3857	88	108	24.6838252570316
3858	108	88	14.1925014423216
3859	88	111	10.4316593884261
3860	111	88	2.10581142404411
3861	88	113	96.7265541184646
3862	113	88	64.9837545012843
3863	88	129	96.7265541184646
3864	129	88	96.7265541184646
3865	88	139	6.35000845304925
3866	139	88	3.01368120135405
3867	88	146	6.35000845304925
3868	146	88	3.59134355295927
3869	88	206	11.0624524528505
3870	206	88	1.03092499850703
3871	88	222	2.46470296718937
3872	222	88	1.9529985517582
3873	88	277	6.35000845304925
3874	277	88	1.20578681229854
3875	88	578	7.87442803606388
3876	578	88	1.02912703024679
3877	88	733	4.55806948530757
3878	733	88	1.35250272450612
3879	88	1175	6.35000845304925
3880	1175	88	1.60885600250652
3881	88	1271	2.46470296718937
3882	90	91	5.00305528117155
3883	91	90	1.56265741170447
3884	90	99	5.00305528117155
3885	90	103	6.86345223403832
3886	90	108	25.9146453884574
3887	108	90	8.6477111432943
3888	90	111	229.068548437438
3889	111	90	26.7856774522701
3890	90	112	18.6375426025012
3891	90	113	89.3039656375071
3892	113	90	34.6641415004214
3893	90	121	6.86345223403832
3894	121	90	6.58918833653472
3895	90	129	42.4568372628296
3896	129	90	24.6838252570316
3897	90	146	25.9146453884574
3898	146	90	8.46949946789763
3899	91	92	11.5513422175071
3900	92	91	23.5733305938741
3901	91	94	5.7742305913513
3902	94	91	18.2534951277836
3903	91	97	8.3254429833233
3904	97	91	1.99723891636482
3905	91	98	11.5513422175071
3906	98	91	7.65091045566187
3907	91	99	13.2153792461585
3908	99	91	4.66137188503927
3909	91	103	1.56265741170447
3910	91	109	30.819167900641
3911	109	91	60.6910154842998
3912	91	111	2.44743518196705
3913	91	112	1.14728368153581
3914	91	131	11.5513422175071
3915	131	91	1.50520842547782
3916	91	133	4.19753441491294
3917	91	135	9.24013416130215
3918	135	91	2.19537995207659
3919	91	206	3.91731421456365
3920	91	250	2.25691685145256
3921	91	259	1.88745231769488
3922	91	303	1.56265741170447
3923	303	91	2.45129434305575
3924	91	589	1.14728368153581
3925	91	605	1.56265741170447
3926	605	91	3.33611980532
3927	91	612	2.44743518196705
3928	612	91	2.88260361266371
3929	91	828	2.3060057409463
3930	91	833	1.56265741170447
3931	91	840	1.14728368153581
3932	91	841	1.56265741170447
3933	91	861	5.34071653417757
3934	91	869	9.24013416130215
3935	91	870	2.71385589570009
3936	91	879	2.44743518196705
3937	91	916	1.14728368153581
3938	91	917	1.14728368153581
3939	91	924	8.3254429833233
3940	91	1048	1.7229549426152
3941	91	1187	1.56265741170447
3942	91	1259	2.74522875077285
3943	92	94	33.1966648902324
3944	94	92	51.8408677543597
3945	92	95	139.320538710953
3946	95	92	202.431550354158
3947	92	101	106.876784747786
3948	101	92	131.859460181145
3949	92	108	78.5834472828001
3950	108	92	41.2988660713023
3951	92	116	6.89573581407243
3952	116	92	7.12623364802442
3953	92	121	4.33641377916754
3954	121	92	6.58918833653472
3955	92	129	26.7536963262791
3956	129	92	24.6838252570316
3957	92	136	6.89573581407243
3958	136	92	4.11097371429969
3959	92	139	4.33641377916754
3960	139	92	1.89468674200056
3961	92	206	35.0219067270342
3962	206	92	2.81440805289702
3963	92	303	4.33641377916754
3964	303	92	3.36338385162384
3965	92	577	3.16060473194174
3966	92	733	3.16060473194174
3967	92	945	2.12541419648188
3968	92	1277	1.20125821219279
3969	94	95	168.460495198613
3970	95	94	155.199168833506
3971	94	101	84.7104061338115
3972	101	94	66.5342178136931
3973	94	108	84.7104061338115
3974	108	94	28.4748969793738
3975	94	116	324.999074182332
3976	116	94	216.703063542251
3977	94	121	84.7104061338115
3978	121	94	82.9667655860051
3979	94	589	4.90102308410343
3980	94	1221	10.6890496046543
3981	1221	94	8.72621082335217
3982	95	100	6.21656316808339
3983	100	95	4.57717066750611
3984	95	101	256.413176600462
3985	101	95	217.914062792892
3986	95	108	78.1416348290723
3987	108	95	28.4748969793738
3988	95	112	4.53136866199524
3989	95	116	136.34105081503
3990	116	95	98.4388231893521
3991	95	121	47.8587687407449
3992	121	95	50.7844822551925
3993	95	303	6.21656316808339
3994	303	95	3.36338385162384
3995	95	598	6.21656316808339
3996	598	95	1.85211963336931
3997	97	98	10.7083564140307
3998	98	97	29.7445668038883
3999	97	99	28.1250246665594
4000	99	97	41.1627491227279
4001	97	100	19.1521543063463
4002	100	97	177.53068203732
4003	97	102	10.8020733941524
4004	102	97	16.4747835689562
4005	97	103	6.31051368246005
4006	103	97	3.87115216862956
4007	108	97	1.68005838012869
4008	97	109	14.8581088442428
4009	109	97	122.572283293999
4010	97	111	10.8020733941524
4011	111	97	16.8994835761626
4012	97	113	7.39004319108177
4013	113	97	38.8875501561821
4014	97	117	7.39004319108177
4015	117	97	117.539854591264
4016	97	119	4.52824573649489
4017	119	97	27.4435864396217
4018	97	131	1.38849718006895
4019	97	133	1.00922083496868
4020	134	97	2.81786492071479
4021	142	97	1.07673775834318
4022	97	250	4.86470111399242
4023	97	302	3.16294817046526
4024	302	97	8.74229384766505
4025	97	351	1.99723891636482
4026	97	522	7.39004319108177
4027	522	97	1.1260390450736
4028	97	524	2.22260008932171
4029	97	525	2.22260008932171
4030	97	526	1.38849718006895
4031	97	519	2.22260008932171
4032	97	530	2.22260008932171
4033	97	540	2.22260008932171
4034	97	543	2.22260008932171
4035	97	544	2.22260008932171
4036	97	592	7.39004319108177
4037	592	97	1.97033637755169
4038	97	755	2.22260008932171
4039	97	758	14.8581088442428
4040	758	97	1.94597277888837
4041	97	828	6.4541308144925
4042	97	829	5.897723044354
4043	97	837	2.38650740986471
4044	97	838	1.00922083496868
4045	97	832	2.06567117695157
4046	97	864	4.52824573649489
4047	97	869	2.22260008932171
4048	97	870	2.82529986109409
4049	97	888	6.31051368246005
4050	97	910	3.16294817046526
4051	97	916	1.00922083496868
4052	97	918	1.99723891636482
4053	97	949	2.22260008932171
4054	97	1043	2.78838212364281
4055	97	1044	5.50012120391512
4056	1044	97	1.32212226591607
4057	97	1045	4.88902457337809
4058	1045	97	1.2788445735529
4059	97	1047	1.87999309188095
4060	97	1048	1.16175722369102
4061	97	1063	2.22260008932171
4062	97	1202	1.99723891636482
4063	97	1205	4.46966034995204
4064	1205	97	2.47006737687422
4065	97	1259	8.21153198789458
4066	1259	97	1.14689853320723
4067	98	99	1.03562656033305
4068	98	100	17.485780853918
4069	100	98	57.1093000324166
4070	98	102	73.218674989309
4071	102	98	40.7671266069356
4072	98	103	25.3350410016954
4073	103	98	5.61882679526659
4074	98	109	30.8285542526964
4075	109	98	90.9013773234924
4076	98	111	18.288153846337
4077	111	98	10.3576419501236
4078	98	112	3.82570520217235
4079	98	113	8.74090362248537
4080	113	98	16.5267139188163
4081	98	119	2.26050812050478
4082	119	98	4.92067227132792
4083	98	121	17.485780853918
4084	121	98	82.9667655860051
4085	98	207	3.53650466050126
4086	98	351	1.03562656033305
4087	98	829	3.82570520217235
4088	98	1043	10.2157834666493
4089	98	1044	25.374902314211
4090	1044	98	1.86059281070692
4091	98	1045	12.762423184804
4092	1045	98	1.12198328884784
4093	98	1047	5.23833533517039
4094	98	1205	1.03562656033305
4095	99	100	28.2395229459477
4096	100	99	177.53068203732
4097	99	102	15.9168027430726
4098	102	99	16.4747835689562
4099	99	103	2.04485608377203
4100	99	109	21.8910293321818
4101	109	99	122.572283293999
4102	99	111	10.8879556383762
4103	111	99	11.5550142949132
4104	99	113	21.8910293321818
4105	113	99	78.3311159855807
4106	99	117	10.8879556383762
4107	117	99	117.539854591264
4108	99	119	10.8879556383762
4109	119	99	45.0220981656702
4110	99	131	2.04485608377203
4111	99	250	4.9835612297302
4112	99	351	1.4863215700356
4113	99	592	3.2730999640971
4114	99	825	1.71839641178107
4115	99	828	5.75435210581487
4116	99	829	6.58942001653365
4117	99	833	2.04485608377203
4118	99	837	1.60003617710644
4119	99	838	6.58942001653365
4120	99	832	2.17669562719512
4121	99	844	1.60003617710644
4122	99	856	5.10405514725874
4123	99	864	3.2730999640971
4124	99	865	1.4863215700356
4125	99	870	5.45944079453968
4126	99	888	9.30214187460863
4127	99	910	4.66137188503927
4128	99	916	6.58942001653365
4129	99	917	6.58942001653365
4130	99	1043	5.76070831666124
4131	99	1044	6.45643922046678
4132	1044	99	1.04293935367217
4133	99	1045	6.82162635552892
4134	1045	99	1.18849254739274
4135	99	1047	3.93641006148145
4136	99	1202	8.69771699270293
4137	1202	99	2.91624807121584
4138	99	1205	4.66137188503927
4139	1205	99	1.74851201875091
4140	99	1259	5.09271526634979
4141	100	102	28.2461780457147
4142	102	100	4.82744964961425
4143	100	103	4.57717066750611
4144	100	109	59.2766492427067
4145	109	100	53.855625432996
4146	100	112	3.33611980532
4147	100	113	28.2461780457147
4148	113	100	16.5267139188163
4149	100	117	59.2766492427067
4150	117	100	103.052028567563
4151	100	119	152.357673490399
4152	119	100	103.019021897344
4153	100	546	3.50043935893557
4154	546	100	1.18866716346181
4155	100	1203	7.27840375778031
4156	100	1206	12.3839813387306
4157	1206	100	1.26640123368957
4158	100	1289	2.24445628741717
4159	101	108	66.5342178136931
4160	108	101	28.4748969793738
4161	101	113	8.45080025312902
4162	113	101	4.26122893870382
4163	101	116	116.308870330694
4164	116	101	98.4388231893521
4165	101	117	8.45080025312902
4166	117	101	12.4540405923298
4167	101	121	96.8641589837599
4168	121	101	121.000255526798
4169	101	303	20.0231117891868
4170	303	101	12.6358683194333
4171	102	103	40.7671266069356
4172	103	102	17.1694505190829
4173	102	109	19.085111764433
4174	109	102	100.359454409665
4175	102	111	8.42020284364257
4176	111	102	8.63613705934503
4177	102	112	6.89602617095569
4178	112	102	2.91388780806509
4179	102	116	2.05319124263576
4180	116	102	11.7053089371199
4181	102	117	2.05319124263576
4182	117	102	20.4383502618486
4183	102	119	2.05319124263576
4184	119	102	8.08550332930702
4185	102	121	1.24876686071144
4186	121	102	10.4756281829947
4187	102	207	4.82559624048312
4188	102	213	1.24876686071144
4189	213	102	1.06611319835663
4190	102	285	1.24876686071144
4191	102	309	3.3810031958212
4192	102	324	10.0981410802882
4193	324	102	4.63813951699736
4194	102	335	1.24876686071144
4195	335	102	2.68925796376989
4196	102	347	8.42020284364257
4197	347	102	2.64285489433118
4198	102	368	10.2161459160891
4199	368	102	2.23923692675641
4200	102	372	11.6591358254746
4201	372	102	2.78417151588456
4202	102	382	2.05319124263576
4203	382	102	1.1855857228432
4204	102	550	2.60044948537818
4205	550	102	1.73146414807289
4206	102	582	12.8528354055468
4207	582	102	1.96484405743066
4208	102	592	2.05319124263576
4209	102	653	5.29033049886944
4210	653	102	3.66164322640626
4211	102	725	1.24876686071144
4212	725	102	2.84996219626595
4213	102	925	3.3810031958212
4214	102	1043	4.40015086743385
4215	102	1044	9.70395230101811
4216	1044	102	1.47277280389879
4217	102	1045	6.30328902473705
4218	1045	102	1.06708614751996
4219	102	1054	2.05319124263576
4220	102	1058	8.42020284364257
4221	1058	102	1.45697121295704
4222	102	1060	8.42020284364257
4223	1060	102	1.36897556687503
4224	102	1059	8.42020284364257
4225	1059	102	1.53775775129792
4226	102	1063	8.42020284364257
4227	1063	102	1.37536533257907
4228	102	1066	8.42020284364257
4229	1066	102	1.74880639469073
4230	102	1068	8.42020284364257
4231	1068	102	1.31696863678131
4232	102	1071	7.5125747659086
4233	1071	102	2.03167284128602
4234	102	1135	1.24876686071144
4235	102	1140	2.01567277606238
4236	102	1182	8.42020284364257
4237	1182	102	4.29415715961015
4238	102	1185	19.085111764433
4239	1185	102	10.03228076878
4240	102	1188	8.42020284364257
4241	1188	102	2.44545509896615
4242	102	1202	6.89602617095569
4243	1202	102	2.24190129294079
4244	102	1203	8.42020284364257
4245	1203	102	2.97656545408757
4246	102	1215	2.05319124263576
4247	1215	102	1.54145247649809
4248	103	111	1.94792424161653
4249	111	103	4.95136710088061
4250	103	112	11.7483839930928
4251	112	103	12.3154183371304
4252	103	116	1.94792424161653
4253	116	103	27.7246342641698
4254	132	103	1.75686538713051
4255	103	207	2.8404401181387
4256	207	103	1.06456344683088
4257	103	213	2.39857369492591
4258	213	103	5.07516830622144
4259	219	103	1.79173829118923
4260	103	246	2.95705619057527
4261	246	103	4.00244276826116
4262	103	271	2.63787418113787
4263	271	103	5.12615305935018
4264	103	275	5.61882679526659
4265	275	103	8.87585249742001
4266	103	281	3.87115216862956
4267	281	103	4.84396813134904
4268	282	103	1.19458250773674
4269	103	284	7.62172425700205
4270	284	103	9.62417690801661
4271	103	285	9.95091026094818
4272	285	103	12.9908144070105
4273	304	103	3.73277668228885
4274	103	309	2.7160313299638
4275	309	103	1.91423128771164
4276	103	324	2.39857369492591
4277	324	103	2.73255675188163
4278	337	103	1.2513780846025
4279	354	103	1.35678212133
4280	103	366	2.08947988753627
4281	103	368	12.6257423752547
4282	368	103	6.87762645692527
4283	103	369	4.1227245978525
4284	369	103	3.09812867572612
4285	103	372	9.31762987090884
4286	372	103	5.59012654204695
4287	103	382	4.07142405243069
4288	382	103	5.82454192701872
4289	103	404	1.94792424161653
4290	103	582	6.68851319239241
4291	582	103	2.5440347463458
4292	610	103	1.80152695318044
4293	103	624	2.7160313299638
4294	624	103	1.64608473569559
4295	103	625	2.95705619057527
4296	103	623	1.69797726220954
4297	103	653	3.65770494509352
4298	653	103	6.29878024664116
4299	656	103	1.64842938674516
4300	103	1043	7.18189486240752
4301	1043	103	1.94080077882593
4302	103	1044	7.03572303705672
4303	1044	103	2.72637560359313
4304	103	1045	6.59905189695815
4305	1045	103	2.77725034028811
4306	103	1047	2.4293167689609
4307	103	1054	1.94792424161653
4308	1054	103	1.307477479174
4309	103	1058	1.94792424161653
4310	103	1060	1.94792424161653
4311	103	1059	1.94792424161653
4312	103	1063	4.07142405243069
4313	1063	103	1.64667018064844
4314	103	1066	1.94792424161653
4315	1066	103	1.00187827501223
4316	103	1068	1.94792424161653
4317	103	1071	8.08122397216832
4318	1071	103	5.42908770521652
4319	103	1140	6.04102548226453
4320	1140	103	5.76221489303061
4321	103	1146	2.95705619057527
4322	1146	103	3.82291835970846
4323	103	1182	1.94792424161653
4324	1182	103	2.46078768245162
4325	103	1185	4.07142405243069
4326	1185	103	5.29941246762076
4327	103	1188	10.5527504753705
4328	1188	103	7.59068801868505
4329	103	1203	6.86268868016551
4330	1203	103	6.0093898464195
4331	103	1225	1.94792424161653
4332	1225	103	1.79147268225796
4333	103	1259	3.06410785263294
4334	1261	103	1.12405623464219
4335	103	1263	4.42035150774731
4336	1263	103	2.79569020765072
4337	103	1266	2.08947988753627
4338	1266	103	2.13401031277688
4339	103	1290	2.66257022144175
4340	1290	103	1.25392481178086
4341	108	113	50.1035213691078
4342	113	108	58.4645609062209
4343	108	116	29.7188134698093
4344	116	108	58.3087392248895
4345	108	119	3.66664580646089
4346	119	108	4.92067227132792
4347	108	121	8.6477111432943
4348	121	108	24.8693164497378
4349	108	129	14.1925014423216
4350	129	108	24.6838252570316
4351	108	153	1.08864051761296
4352	108	582	1.08864051761296
4353	108	583	2.30530049639299
4354	108	598	2.30530049639299
4355	598	108	1.85211963336931
4356	108	623	1.08864051761296
4357	108	1175	2.30530049639299
4358	1175	108	1.01138745398496
4359	108	1252	4.54838338655274
4360	1252	108	1.29821480698207
4361	109	111	44.5113366593224
4362	111	109	8.63613705934503
4363	109	113	10.8242567120088
4364	113	109	7.00269497188555
4365	109	119	10.8242567120088
4366	119	109	8.08550332930702
4367	109	152	6.58925521490089
4368	152	109	9.03278801680798
4369	109	307	6.58925521490089
4370	307	109	2.53341626305621
4371	109	1202	4.72988642804577
4372	109	1205	17.9704531822566
4373	1205	109	1.22954243014295
4374	109	1228	6.58925521490089
4375	1228	109	3.08455942762515
4376	109	1297	6.58925521490089
4377	1297	109	5.24207530700624
4378	111	113	19.5738199762248
4379	113	111	64.9837545012843
4380	111	117	2.10581142404411
4381	117	111	20.4383502618486
4382	111	132	2.10581142404411
4383	132	111	2.88835015407902
4384	111	207	3.12083350870251
4385	111	277	1.28077767817188
4386	277	111	1.20578681229854
4387	111	279	1.28077767817188
4388	302	111	1.62383549450786
4389	111	354	1.28077767817188
4390	354	111	2.15821247199533
4391	111	592	2.10581142404411
4392	111	607	2.10581142404411
4393	607	111	1.62875397089981
4394	111	664	2.10581142404411
4395	664	111	1.31276754335932
4396	111	828	13.7863225715912
4397	828	111	1.18746685308288
4398	111	829	3.46782213121515
4399	111	844	1.82381872510919
4400	111	916	7.07340249957018
4401	111	1043	5.22789175829025
4402	111	1044	6.47627920281402
4403	111	1045	5.75081493377257
4404	111	1047	19.2414785736139
4405	1047	111	2.53572406897163
4406	111	1066	2.10581142404411
4407	111	1154	2.01593199083186
4408	111	1157	2.10581142404411
4409	1157	111	2.99358093305356
4410	111	1202	3.46782213121515
4411	1202	111	1.10068964166187
4412	111	1205	3.46782213121515
4413	1205	111	1.22954243014295
4414	111	1225	2.10581142404411
4415	111	1265	1.69653462447537
4416	1265	111	1.0740810048081
4417	111	1263	3.23794503617952
4418	112	116	1.43049659194474
4419	116	112	19.4492025501768
4420	121	112	4.80306896479386
4421	148	112	2.20398052483274
4422	112	207	5.10466902327343
4423	207	112	1.82031724177022
4424	245	112	1.23275327864882
4425	112	262	1.43049659194474
4426	262	112	1.22993995266903
4427	278	112	1.67269771365468
4428	112	309	2.87437005542576
4429	309	112	1.93168564294448
4430	112	351	1.28506432959616
4431	112	366	7.05914300417578
4432	366	112	2.43769884442559
4433	112	368	8.84722901646986
4434	368	112	4.60467784040321
4435	112	369	10.7452089478635
4436	369	112	7.66682990358756
4437	112	370	2.61323928282791
4438	370	112	1.05837326386294
4439	112	372	9.63537233718643
4440	372	112	5.50579640592784
4441	112	382	1.43049659194474
4442	382	112	1.9507448664156
4443	112	404	9.55955716677791
4444	404	112	3.72569629423586
4445	112	525	1.43049659194474
4446	112	519	1.43049659194474
4447	112	543	4.75467676009787
4448	543	112	1.18645134174409
4449	112	582	9.60694847393608
4450	582	112	3.47983069273948
4451	608	112	3.633995283109
4452	610	112	4.85276423325407
4453	112	619	1.43049659194474
4454	112	624	2.87437005542576
4455	624	112	1.66100424698452
4456	112	625	4.45558560575189
4457	625	112	1.42165864672957
4458	112	623	4.94996298085703
4459	623	112	1.99163752456516
4460	647	112	1.6080327952243
4461	112	662	4.05857857814072
4462	662	112	7.34685208468307
4463	112	666	4.75467676009787
4464	666	112	6.160170049047
4465	112	825	5.23623647799633
4466	825	112	2.53286491689172
4467	112	865	1.28506432959616
4468	112	1018	1.43049659194474
4469	112	1043	8.97072388216162
4470	1043	112	2.2788124630027
4471	112	1044	8.65195595631782
4472	1044	112	3.1549311687136
4473	112	1045	5.95428865034483
4474	1045	112	2.40232415681287
4475	112	1047	1.20677263009374
4476	112	1048	3.63270182770196
4477	1048	112	1.22739206413053
4478	112	1054	4.75467676009787
4479	1054	112	3.04356879482873
4480	112	1058	9.55955716677791
4481	1058	112	3.90543840480788
4482	112	1060	9.55955716677791
4483	1060	112	3.66940333528303
4484	112	1059	9.55955716677791
4485	1059	112	4.12215455083784
4486	112	1063	6.94935730236213
4487	1063	112	2.67972090401377
4488	112	1066	9.55955716677791
4489	1066	112	4.68839230525778
4490	112	1068	4.75467676009787
4491	1068	112	1.75554328627738
4492	112	1071	6.62968225129608
4493	1071	112	4.25911207557259
4494	112	1089	4.75467676009787
4495	1089	112	4.30899258683872
4496	1135	112	1.18966106315129
4497	112	1146	2.22619537181726
4498	1146	112	2.74523979629008
4499	112	1182	1.43049659194474
4500	1182	112	1.72317037479114
4501	112	1188	4.75467676009787
4502	1188	112	3.26169606482695
4503	112	1202	1.28506432959616
4504	112	1203	2.91388780806509
4505	1203	112	2.43317794702962
4506	112	1259	2.19909024054984
4507	112	1263	6.38448421743569
4508	1263	112	3.83634850242648
4509	112	1266	3.66795985658251
4510	1266	112	3.5715273692039
4511	112	1290	4.75622127283584
4512	1290	112	2.12693269805224
4513	113	117	7.00269497188555
4514	117	113	20.4383502618486
4515	113	222	6.09798174356009
4516	222	113	7.17245505004675
4517	113	263	23.7231641845022
4518	263	113	14.6294087859774
4519	113	264	16.5267139188163
4520	264	113	12.1491878450968
4521	113	587	34.6641415004214
4522	587	113	19.4658929933959
4523	113	1205	3.05825698355234
4524	116	121	27.7246342641698
4525	121	116	40.7485034323265
4526	116	303	7.12623364802442
4527	303	116	5.3489704791419
4528	116	1190	5.11554411947165
4529	1190	116	1.39382356551465
4530	117	119	20.4383502618486
4531	119	117	8.08550332930702
4532	117	134	20.4383502618486
4533	134	117	6.4527737352532
4534	117	151	34.2396831586431
4535	151	117	9.19519243293926
4536	117	803	6.97379885549748
4537	117	1170	20.4383502618486
4538	1170	117	3.42089290514537
4539	119	131	4.92067227132792
4540	119	133	3.53170849954527
4541	119	304	2.75296211901738
4542	304	119	1.58195773747843
4543	119	302	3.53170849954527
4544	302	119	1.62383549450786
4545	119	309	3.53170849954527
4546	119	825	1.30756678671189
4547	119	828	7.04938589933633
4548	119	829	3.53170849954527
4549	119	908	3.53170849954527
4550	119	943	4.78080125037706
4551	943	119	3.03213438822376
4552	119	1044	1.45990254011224
4553	119	1045	6.45250020513168
4554	119	1178	33.2204232720773
4555	1178	119	15.9321432984156
4556	119	1185	33.2204232720773
4557	1185	119	4.42307207158078
4558	119	1205	3.53170849954527
4559	119	1206	27.4435864396217
4560	1206	119	4.12990053910051
4561	119	1300	4.92067227132792
4562	1300	119	5.08951003383468
4563	121	1037	1.5127558643658
4564	121	1266	3.77784328030919
4565	129	206	6.97851044704107
4566	129	279	6.35000845304925
4567	129	733	17.3123067128078
4568	733	129	5.10129526274709
4569	129	769	13.820139409572
4570	769	129	3.93633568632552
4571	129	810	4.55806948530757
4572	810	129	4.04550629984057
4573	129	1096	6.35000845304925
4574	1096	129	1.02647876683704
4575	129	1277	1.68785649039141
4576	131	132	15.2435425888744
4577	132	131	56.5670947096074
4578	131	133	15.3149782264804
4579	133	131	24.907374785952
4580	131	134	15.2435425888744
4581	134	131	122.100780339052
4582	131	135	15.2435425888744
4583	135	131	26.9120111267756
4584	131	136	9.34064274237344
4585	136	131	86.0147456259717
4586	131	130	3.60340426156778
4587	130	131	26.5183317861121
4588	131	137	15.3149782264804
4589	137	131	158.259519409658
4590	131	138	15.3149782264804
4591	138	131	107.356274758743
4592	131	139	8.80610821371515
4593	139	131	59.9579650656853
4594	131	140	1.72406261416929
4595	140	131	22.6166517953706
4596	131	142	15.2435425888744
4597	142	131	48.6306760661708
4598	131	143	5.81132789004404
4599	143	131	49.0927007621661
4600	131	144	4.97231365603742
4601	144	131	46.2063328150044
4602	131	145	15.2791704842205
4603	145	131	97.5122122406889
4604	131	141	13.0761429517844
4605	141	131	77.8700914059476
